price,bedroom,bathroom,area(sqft),country,city,address,propert_type,purpose,furnishing,completion_status,handover,project_name
"595,000",Studio,1 bath,342 sqft, UAE, Dubai, Al Furjan,Apartment,Sale,Unfurnished,Ready,Q4 2028,FIVE Luxe
"1,180,000",1 bed,1 bath,894 sqft, UAE, Dubai, Dubai South,Apartment,Sale,Unfurnished,Ready,Q4 2028,FIVE Luxe
"750,000",1 bed,2 baths,774 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Ready,Q4 2028,FIVE Luxe
"10,000,000",4 beds,6 baths,"3,279 sqft", UAE, Dubai, Mohammed Bin Rashid City,Villa,Sale,Furnished,Ready,Q4 2028,District One
"1,200,000",1 bed,2 baths,875 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Ready,Q4 2028,District One
"10,500,000",3 beds,5 baths,"2,530 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,LIV LUX
"10,329,999",5 beds,6 baths,"4,692 sqft", UAE, Dubai, Dubailand,Villa,Sale,Unfurnished,Off-Plan,Q2 2026,Sobha Reserve
"2,100,000",3 beds,4 baths,"1,765 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q2 2026,The Zen
"2,400,000",Studio,1 bath,335 sqft, UAE, Dubai, Dubai Marina,Apartment,Sale,Furnished,Off-Plan,Q2 2025,Ciel
"3,396,295",1 bed,2 baths,"3,903 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,25H Heimat
"6,500,000",2 beds,2 baths,"1,186 sqft", UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Ready,Q4 2027,25H Heimat
"6,500,000",4 beds,4 baths,"2,430 sqft", UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Unfurnished,Ready,Q4 2027,Aura
"3,418,018",2 beds,3 baths,"1,491 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,PELaGOS By IGO 
"7,500,000",3 beds,4 baths,"1,926 sqft", UAE, Dubai, Dubai Harbour,Apartment,Sale,Furnished,Ready,Q1 2026,PELaGOS By IGO 
"3,502,239",2 beds,3 baths,"1,526 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,PELaGOS By IGO 
"2,030,888",1 bed,2 baths,758 sqft, UAE, Dubai,Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Vanguard by Frank Muller
"1,799,999",2 beds,2 baths,921 sqft, UAE, Dubai,Jumeirah Lake Towers (JLT),Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Golf Views Seven City
"830,000",Studio,1 bath,433 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Cavendish Square
"34,188,000",6 beds,7 baths,"12,887 sqft", UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Unfurnished,Off-Plan,Q4 2026,Serenity Mansions
"830,000",Studio,1 bath,433 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Cavendish Square
"1,690,000",2 beds,3 baths,"1,181 sqft", UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Furnished,Ready,Q4 2025,Cavendish Square
"9,000,000",2 beds,2 baths,"2,108 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q4 2025,Burj Khalifa
"5,751,185",4 beds,5 baths,"2,024 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q1 2027,Cotier House by Imtiaz
"1,594,890",1 bed,1 bath,725 sqft, UAE, Dubai, Ras Al Khor,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Sobha One Tower A
"1,041,975",1 bed,2 baths,536 sqft, UAE, Dubai,Motor City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,Sobha Solis Tower A
"998,887",1 bed,2 baths,546 sqft, UAE, Dubai, Motor City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,Sobha Orbis Tower A
"2,025,317",2 beds,2 baths,"1,397 sqft", UAE, Dubai, Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off-Plan,Q3 2028,Peace Lagoons by Peace Homes
"1,700,000",2 beds,2 baths,"1,042 sqft", UAE, Dubai, Dubai Science Park,Apartment,Sale,Furnished,Off-Plan,Q3 2027,Opalz by Danube
"4,257,888",3 beds,4 baths,"1,648 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q3 2027,Opalz by Danube
"2,495,888",2 beds,3 baths,"1,399 sqft", UAE, Dubai, Dubai South,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,Golf Dale Tower 2
"3,660,328",2 beds,3 baths,"1,370 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Beach Walk Grand by Imtiaz
"3,598,000",1 bed,2 baths,"1,073 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Furnished,Ready,Q4 2026,Stella Maris
"2,175,000",1 bed,2 baths,983 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Me Do Re 2
"4,200,000",3 beds,5 baths,"2,172 sqft", UAE, Dubai, Jumeirah Beach Residence (JBR),Apartment,Sale,Furnished,Ready,Q4 2025,Me Do Re 2
"1,950,000",2 beds,2 baths,"1,389 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Vista by Prestige One
"10,019,999",5 beds,6 baths,"4,672 sqft", UAE, Dubai, Dubailand,Villa,Sale,Unfurnished,Off-Plan,Q2 2026,Sobha Reserve
"4,124,540",1 bed,2 baths,"1,178 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,25H Heimat
"5,448,345",2 beds,3 baths,"1,557 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,25H Heimat
"6,459,530",3 beds,4 baths,"1,846 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,25H Heimat
"2,900,000",3 beds,4 baths,"2,557 sqft", UAE, Dubai, Dubai South,Villa,Sale,Unfurnished,Ready,Q4 2027,25H Heimat
"27,200,000",3 beds,4 baths,"3,015 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2025,Bugatti Residences by Binghatti
"10,752,888",4 beds,6 baths,"8,241 sqft", UAE, Dubai, The Oasis by Emaar,Villa,Sale,Unfurnished,Off-Plan,Q4 2027,Palmiera
"2,450,000",2 beds,2 baths,"1,138 sqft", UAE, Dubai, Bur Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Park Views Residences Tower A
"1,450,000",1 bed,2 baths,929 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2026,Park Views Residences Tower A
"2,756,888",1 bed,1 bath,982 sqft, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q3 2027,Parkside Views
"19,457,000",5 beds,8 baths,"7,940 sqft", UAE, Dubai, Palm Jebel Ali,Villa,Sale,Furnished,Off-Plan,Q1 2028,Palm Jebel Ali - Frond C
"1,150,000",1 bed,2 baths,618 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Ready,Q1 2028,Beverly Boulevard
"2,400,000",2 beds,2 baths,"1,133 sqft", UAE, Dubai, Bur Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Park Views Residences Tower A
"830,000",1 bed,1 bath,604 sqft, UAE, Dubai, Dubai Studio City,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Azizi Beach Oasis (Mirage 1)
"1,030,700",1 bed,2 baths,732 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Cello Residences Tower A
"2,949,888",2 beds,2 baths,"1,333 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q1 2027,Cello Residences Tower A
"2,750,000",1 bed,2 baths,779 sqft, UAE, Dubai, Umm Suqeim,Apartment,Sale,Furnished,Ready,Q1 2027,Cello Residences Tower A
"1,921,000",1 bed,2 baths,878 sqft, UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q2 2028,Bay Grove Residences C Building 11
"18,130,000",6 beds,7 baths,"7,308 sqft", UAE, Dubai, Palm Jebel Ali,Villa,Sale,Furnished,Off-Plan,Q1 2028,Palm Jebel Ali - Frond C
"2,690,000",4 beds,4 baths,"1,552 sqft", UAE, Dubai, Dubai Investment Park (DIP),Villa,Sale,Unfurnished,Off-Plan,Q4 2027,Palm Jebel Ali - Frond C
"4,550,000",2 beds,2 baths,"1,252 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q4 2027,Palm Jebel Ali - Frond C
"1,600,000",1 bed,2 baths,813 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q3 2027,Onda by Kasco
"1,525,000",Studio,1 bath,460 sqft, UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q1 2028,Rove Home Dubai Marina
"1,585,000",Studio,1 bath,402 sqft, UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q1 2028,Rove Home Dubai Marina
"1,585,000",1 bed,2 baths,823 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q3 2027,Onda by Kasco
"1,300,000",1 bed,2 baths,899 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Dusk by Binghatti
"1,064,777",Studio,1 bath,455 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q3 2027,Onda by Kasco
"4,900,000",3 beds,3 baths,"2,292 sqft", UAE, Dubai, Arabian Ranches,Villa,Sale,Unfurnished,Ready,Q3 2027,Onda by Kasco
"1,957,000",1 bed,2 baths,877 sqft, UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q2 2028,Bay Grove Residences C Building 10
"2,953,000",2 beds,2 baths,"1,350 sqft", UAE, Dubai, Dubai Maritime City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Orise by Beyond Tower 2
"1,311,000",2 beds,2 baths,969 sqft, UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,ELO 3
"1,925,000",2 beds,1 bath,749 sqft, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Ready,Q2 2027,Golfville
"880,000",1 bed,2 baths,811 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Ready,Q2 2027,Golfville
"1,600,000",2 beds,2 baths,"1,313 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q2 2027,Golfville
"920,000",1 bed,1 bath,952 sqft, UAE, Dubai, Discovery Gardens,Apartment,Sale,Furnished,Ready,Q2 2027,Golfville
"2,499,999",1 bed,2 baths,"1,089 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q2 2027,Golfville
"20,537,000",5 beds,7 baths,"7,373 sqft", UAE, Dubai, Palm Jebel Ali,Villa,Sale,Unfurnished,Off-Plan,Q1 2028,Palm Jebel Ali - Frond B
"3,800,000",3 beds,2 baths,"1,570 sqft", UAE, Dubai, Bur Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Park Views Residences Tower A
"2,739,888",2 beds,3 baths,"1,190 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,Golf Hillside
"4,350,000",3 beds,3 baths,"1,639 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q4 2028,Golf Hillside
"720,000",Studio,1 bath,399 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Ready,Q4 2028,Beverly Boulevard
"2,500,000",2 beds,3 baths,"1,237 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Ready,Q4 2028,Wilton Terraces 1
"1,781,928",2 beds,2 baths,990 sqft, UAE, Dubai, Motor City,Apartment,Sale,Furnished,Off-Plan,Q4 2028,Sobha Orbis Tower A
"11,799,000",5 beds,8 baths,"9,258 sqft", UAE, Dubai, The Valley by Emaar,Villa,Sale,Unfurnished,Off-Plan,Q1 2028,Farm Gardens 2
"6,500,000",4 beds,5 baths,"3,617 sqft", UAE, Dubai, World Trade Centre,Apartment,Sale,Unfurnished,Ready,Q1 2028,Jumeirah Living World Trade Centre Residence
"3,550,000",4 beds,5 baths,"3,304 sqft", UAE, Dubai, Dubai South,Villa,Sale,Unfurnished,Ready,Q1 2028,Jumeirah Living World Trade Centre Residence
"2,900,000",3 beds,4 baths,"2,557 sqft", UAE, Dubai, Dubai South,Villa,Sale,Unfurnished,Ready,Q1 2028,Jumeirah Living World Trade Centre Residence
"27,200,000",3 beds,4 baths,"3,015 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2025,Bugatti Residences by Binghatti
"2,750,000",1 bed,2 baths,779 sqft, UAE, Dubai, Umm Suqeim,Apartment,Sale,Furnished,Ready,Q4 2025,Bugatti Residences by Binghatti
"4,900,000",3 beds,3 baths,"2,292 sqft", UAE, Dubai, Arabian Ranches,Villa,Sale,Unfurnished,Ready,Q4 2025,Bugatti Residences by Binghatti
"1,600,000",2 beds,2 baths,"1,313 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2025,Bugatti Residences by Binghatti
"22,000,000",5 beds,7 baths,"7,724 sqft", UAE, Dubai, Arabian Ranches,Villa,Sale,Unfurnished,Ready,Q4 2025,Polo Homes
"920,000",1 bed,1 bath,952 sqft, UAE, Dubai, Discovery Gardens,Apartment,Sale,Furnished,Ready,Q4 2025,Polo Homes
"2,499,999",1 bed,2 baths,"1,089 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q4 2025,Polo Homes
"20,537,000",5 beds,7 baths,"7,373 sqft", UAE, Dubai, Palm Jebel Ali,Villa,Sale,Unfurnished,Off-Plan,Q1 2028,Palm Jebel Ali - Frond B
"3,800,000",3 beds,2 baths,"1,570 sqft", UAE, Dubai, Bur Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Park Views Residences Tower A
"2,739,888",2 beds,3 baths,"1,190 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,Golf Hillside
"10,752,888",4 beds,6 baths,"8,241 sqft", UAE, Dubai, The Oasis by Emaar,Villa,Sale,Unfurnished,Off-Plan,Q4 2027,Palmiera
"2,450,000",2 beds,2 baths,"1,138 sqft", UAE, Dubai, Bur Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Park Views Residences Tower A
"1,450,000",1 bed,2 baths,929 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2026,Park Views Residences Tower A
"2,756,888",1 bed,1 bath,982 sqft, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q3 2027,Parkside Views
"19,457,000",5 beds,8 baths,"7,940 sqft", UAE, Dubai, Palm Jebel Ali,Villa,Sale,Furnished,Off-Plan,Q1 2028,Palm Jebel Ali - Frond C
"1,380,000",1 bed,1 bath,670 sqft, UAE, Dubai, Motor City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,Sobha Orbis Tower E
"1,150,000",1 bed,2 baths,618 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Ready,Q4 2028,Beverly Boulevard
"2,400,000",2 beds,2 baths,"1,133 sqft", UAE, Dubai, Bur Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Park Views Residences Tower A
"830,000",1 bed,1 bath,604 sqft, UAE, Dubai, Dubai Studio City,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Azizi Beach Oasis (Mirage 1)
"1,030,700",1 bed,2 baths,732 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Cello Residences Tower A
"2,949,888",2 beds,2 baths,"1,333 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q1 2027,Cello Residences Tower A
"2,600,000",1 bed,2 baths,959 sqft, UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q1 2027,Cello Residences Tower A
"3,300,000",Studio,1 bath,371 sqft, UAE, Dubai, Dubai Marina,Apartment,Sale,Furnished,Off-Plan,Q2 2025,Ciel
"1,685,000",3 beds,2 baths,"1,159 sqft", UAE, Dubai, Majan,Apartment,Sale,Unfurnished,Ready,Q2 2025,Paradise View 1
"2,699,000",2 beds,3 baths,"1,850 sqft", UAE, Dubai, Mohammed Bin Rashid City,Townhouse,Sale,Unfurnished,Ready,Q2 2025,Paradise View 1
"649,999",Studio,1 bath,361 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2025,North 43 (Serviced Residences)
"750,000",Studio,1 bath,250 sqft, UAE, Dubai, Al Wasl,Apartment,Sale,Furnished,Ready,Q1 2025,North 43 (Serviced Residences)
"5,300,000",3 beds,3 baths,"2,810 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Furnished,Ready,Q1 2025,North 43 (Serviced Residences)
"1,050,000",1 bed,2 baths,705 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q1 2025,North 43 (Serviced Residences)
"2,300,000",2 beds,3 baths,"1,558 sqft", UAE, Dubai, Al Furjan,Apartment,Sale,Unfurnished,Ready,Q1 2025,Topaz Avenue
"449,999",1 bed,1 bath,296 sqft, UAE, Dubai,Barsha Heights (Tecom),Apartment,Sale,Furnished,Ready,Q1 2025,Topaz Avenue
"4,800,000",4 beds,4 baths,"2,219 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Sobha Crest Grande
"2,250,000",2 beds,4 baths,"1,464 sqft", UAE, Dubai, Culture Village (Jaddaf Waterfront),Apartment,Sale,Unfurnished,Ready,Q2 2026,Sobha Crest Grande
"2,227,000",3 beds,5 baths,"1,846 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Villa,Sale,Unfurnished,Ready,Q2 2026,Janusia
"2,799,999",2 beds,2 baths,"1,081 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Ready,Q2 2026,Janusia
"1,092,000",1 bed,2 baths,642 sqft, UAE, Dubai, DAMAC Hills,Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Golf Gate 2
"1,350,000",1 bed,1 bath,502 sqft, UAE, Dubai, Bukadra,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,330 Riverside Crescent
"1,550,000",1 bed,2 baths,729 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2027,DAMAC Maison Majestine
"619,999",Studio,1 bath,441 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Furnished,Ready,Q2 2027,DAMAC Maison Majestine
"335,000",Studio,1 bath,478 sqft, UAE, Dubai, International City,Apartment,Sale,Unfurnished,Ready,Q2 2027,DAMAC Maison Majestine
"3,400,000",2 beds,2 baths,"1,141 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Marina Shores
"2,250,000",1 bed,1 bath,867 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2024,Marriott Residences (West Five)
"2,500,000",2 beds,2 baths,"1,073 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Hills Park
"2,500,000",2 beds,3 baths,"1,756 sqft", UAE, Dubai, Dubai South,Villa,Sale,Unfurnished,Ready,Q2 2026,Hills Park
"60,808,800",4 beds,6 baths,"15,202 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3
"4,228,800",1 bed,2 baths,"1,168 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3
"1,973,684",1 bed,2 baths,"1,163 sqft", UAE, Dubai, Mohammed Bin Rashid City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Rome by Samana
"1,500,000",3 beds,3 baths,"1,208 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Townhouse,Sale,Furnished,Ready,Q4 2027,Albizia
"2,500,000",1 bed,1 bath,792 sqft, UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,St. Regis Residences Tower 2
"3,250,000",2 beds,3 baths,"1,232 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Furnished,Off-Plan,Q1 2028,Flora Isle
"3,650,000",3 beds,3 baths,"1,626 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q1 2028,Flora Isle
"4,268,800",1 bed,2 baths,"1,168 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3
"2,736,842",4 beds,5 baths,"2,234 sqft", UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Off-Plan,Q4 2026,Volga
"55,000,000",6 beds,6 baths,"14,932 sqft", UAE, Dubai, Emirates Hills,Villa,Sale,Unfurnished,Ready,Q4 2026,Sector W
"2,499,000",2 beds,3 baths,"1,358 sqft", UAE, Dubai, Al Sufouh,Apartment,Sale,Furnished,Ready,Q4 2026,Sector W
"2,492,988",3 beds,4 baths,"1,874 sqft", UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Off-Plan,Q4 2026,Volga
"21,738,000",5 beds,6 baths,"5,230 sqft", UAE, Dubai, Arabian Ranches,Villa,Sale,Unfurnished,Ready,Q4 2026,Volga
"2,100,000",1 bed,2 baths,680 sqft, UAE, Dubai, Al Wasl,Apartment,Sale,Furnished,Off-Plan,Q1 2025,Myrtle
"4,200,000",2 beds,2 baths,"1,544 sqft", UAE, Dubai, Umm Suqeim,Apartment,Sale,Unfurnished,Ready,Q1 2025,Myrtle
"4,800,000",3 beds,3 baths,"2,700 sqft", UAE, Dubai, Dubai Sports City,Villa,Sale,Unfurnished,Ready,Q1 2025,Gallery Villas
"1,699,000",1 bed,2 baths,669 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q2 2025,Peninsula Three
"1,799,000",1 bed,2 baths,682 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Peninsula Three
"699,000",Studio,1 bath,359 sqft, UAE, Dubai, Dubai South,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,AZIZI VENICE 14
"1,506,795",2 beds,3 baths,"1,066 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Oak Yard
"1,050,000",1 bed,2 baths,705 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q1 2027,Oak Yard
"335,000",Studio,1 bath,478 sqft, UAE, Dubai, International City,Apartment,Sale,Unfurnished,Ready,Q1 2027,Oak Yard
"3,650,000",3 beds,3 baths,"1,626 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q1 2027,Oak Yard
"21,738,000",5 beds,6 baths,"5,230 sqft", UAE, Dubai, Arabian Ranches,Villa,Sale,Unfurnished,Ready,Q1 2027,Oak Yard
"2,100,000",1 bed,2 baths,680 sqft, UAE, Dubai, Al Wasl,Apartment,Sale,Furnished,Off-Plan,Q1 2025,Myrtle
"4,200,000",2 beds,2 baths,"1,544 sqft", UAE, Dubai, Umm Suqeim,Apartment,Sale,Unfurnished,Ready,Q1 2025,Myrtle
"4,800,000",3 beds,3 baths,"2,700 sqft", UAE, Dubai, Dubai Sports City,Villa,Sale,Unfurnished,Ready,Q1 2025,Gallery Villas
"1,699,000",1 bed,2 baths,669 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q2 2025,Peninsula Three
"1,799,000",1 bed,2 baths,682 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Peninsula Three
"2,300,000",2 beds,3 baths,"1,558 sqft", UAE, Dubai, Al Furjan,Apartment,Sale,Unfurnished,Ready,Q2 2025,Topaz Avenue
"2,850,000",1 bed,1 bath,850 sqft, UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Ready,Q2 2025,Topaz Avenue
"449,999",1 bed,1 bath,296 sqft, UAE, Dubai,Barsha Heights (Tecom),Apartment,Sale,Furnished,Ready,Q2 2025,Topaz Avenue
"4,800,000",4 beds,4 baths,"2,219 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Sobha Crest Grande
"2,250,000",2 beds,4 baths,"1,464 sqft", UAE, Dubai, Culture Village (Jaddaf Waterfront),Apartment,Sale,Unfurnished,Ready,Q2 2026,Sobha Crest Grande
"2,227,000",3 beds,5 baths,"1,846 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Villa,Sale,Unfurnished,Ready,Q2 2026,Janusia
"2,799,999",2 beds,2 baths,"1,081 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Ready,Q2 2026,Janusia
"1,092,000",1 bed,2 baths,642 sqft, UAE, Dubai, DAMAC Hills,Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Golf Gate 2
"1,350,000",1 bed,1 bath,502 sqft, UAE, Dubai, Bukadra,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,330 Riverside Crescent
"1,550,000",1 bed,2 baths,729 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2027,DAMAC Maison Majestine
"619,999",Studio,1 bath,441 sqft, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Furnished,Ready,Q2 2027,DAMAC Maison Majestine
"3,400,000",2 beds,2 baths,"1,141 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Marina Shores
"1,699,999",2 beds,2 baths,"1,181 sqft", UAE, Dubai, Jumeirah Lake Towers (JLT),Apartment,Sale,Furnished,Ready,Q4 2026,Marina Shores
"2,250,000",1 bed,1 bath,867 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2024,Marriott Residences (West Five)
"2,500,000",2 beds,2 baths,"1,073 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Hills Park
"2,500,000",2 beds,3 baths,"1,756 sqft", UAE, Dubai, Dubai South,Villa,Sale,Unfurnished,Ready,Q2 2026,Hills Park
"60,808,800",4 beds,6 baths,"15,202 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3
